Ranking,Sexe,Nom,Freq,Percent,Year
0.06,H,PASCUAL,4,0.06,2000
0.06,H,PATXI,4,0.06,2000
0.06,D,PAULA ALEJANDRA,4,0.06,2000
0.06,H,RAFEL,4,0.06,2000
0.06,H,SAAD,4,0.06,2000
0.06,D,SAFAE,4,0.06,2000
0.06,H,SAIBO,4,0.06,2000
0.06,D,SAMIA,4,0.06,2000
0.06,H,SANDRO,4,0.06,2000
0.06,D,SARAH,4,0.06,2000
0.06,H,SEBASTIÀ,4,0.06,2000
0.06,D,SIGRID,4,0.06,2000
0.06,H,SIMON/SIMÓN,4,0.06,2000
0.06,H,SOFYAN,4,0.06,2000
0.06,D,SOLEDAD,4,0.06,2000
0.06,H,TARIK,4,0.06,2000
0.06,D,WIAM,4,0.06,2000
0.06,H,XAVI,4,0.06,2000
0.06,H,YAHYA,4,0.06,2000
0.06,H,YANN,4,0.06,2000
0.06,H,YASSIR,4,0.06,2000
0.06,H,ZAID,4,0.06,2000
0.06,D,ÁNGELES,4,0.06,2000
0.06,H,ÈDGARD/EDGARD,4,0.06,2000
0.06,D,ÚRSULA,4,0.06,2000
22.25,H,MARC,1440,22.25,2001
18.56,D,MARIA/MARÍA,1201,18.56,2001
18.11,D,PAULA,1172,18.11,2001
15.17,D,LAURA,982,15.17,2001
14.15,H,DAVID,916,14.15,2001
13.77,H,ÀLEX/ÁLEX,891,13.77,2001
13.72,D,CARLA,888,13.72,2001
13.53,D,ALBA,876,13.53,2001
12.98,D,MARTA,840,12.98,2001
12.69,H,PAU,821,12.69,2001
11.97,D,ANDREA,775,11.97,2001
11.77,D,JÚLIA/JULIA,762,11.77,2001
11.6,D,LAIA,751,11.6,2001
11.34,H,POL,734,11.34,2001
11.11,H,DANIEL,719,11.11,2001
11.09,H,GERARD,718,11.09,2001
10.74,D,ANNA,695,10.74,2001
10.43,H,ARNAU,675,10.43,2001
9.7,D,CLÀUDIA/CLAUDIA,628,9.7,2001
9.1,H,ALEJANDRO,589,9.1,2001
8.88,H,JORDI,575,8.88,2001
8.79,D,MARINA,569,8.79,2001
8.73,H,JOAN,565,8.73,2001
8.7,H,SERGI,563,8.7,2001
8.61,D,SARA,557,8.61,2001
8.33,H,VÍCTOR,539,8.33,2001
8.2,H,JOEL,531,8.2,2001
8.19,H,IVAN/IVÁN,530,8.19,2001
7.77,H,ALBERT,503,7.77,2001
7.71,D,NÚRIA/NURIA,499,7.71,2001
7.43,H,ORIOL,481,7.43,2001
7.4,H,ADRIÁN,479,7.4,2001
7.35,H,ADRIÀ,476,7.35,2001
7.09,D,MIREIA,459,7.09,2001
7.08,H,ERIC/ÈRIC/ÉRIC,458,7.08,2001
6.92,D,NEREA,448,6.92,2001
6.67,H,CARLOS,432,6.67,2001
6.58,D,ARIADNA,426,6.58,2001
6.46,D,CRISTINA,418,6.46,2001
6.35,H,XAVIER,411,6.35,2001
6.27,H,RAÜL/RAÚL,406,6.27,2001
5.84,D,JUDITH,378,5.84,2001
5.65,H,ÒSCAR/ÓSCAR,366,5.65,2001
5.53,H,ROGER,358,5.53,2001
5.19,H,GUILLEM,336,5.19,2001
5.04,D,JUDIT,326,5.04,2001
4.93,D,ANA,319,4.93,2001
4.73,D,AINA,306,4.73,2001
4.7,D,IRENE,304,4.7,2001
4.67,H,JAVIER,302,4.67,2001
4.57,H,SERGIO,296,4.57,2001
4.4,H,MARTÍ,285,4.4,2001
4.34,D,BERTA,281,4.34,2001
4.16,H,ALEIX,269,4.16,2001
4.08,D,SANDRA,264,4.08,2001
4.02,D,CLARA,260,4.02,2001
3.88,D,MAR,251,3.88,2001
3.85,D,"NATÀLIA/NATALIA",249,3.85,2001
3.82,H,RUBÈN/RUBÉN,247,3.82,2001
3.74,H,PABLO,242,3.74,2001
3.48,D,MÍRIAM/MIRIAM,225,3.48,2001
3.46,H,MARIO,224,3.46,2001
3.4,H,NIL,220,3.4,2001
3.34,D,AINHOA,216,3.34,2001
3.31,D,MARIONA,214,3.31,2001
3.26,H,ANTONIO,211,3.26,2001
3.03,H,FERRAN,196,3.03,2001
3.01,H,JOSEP,195,3.01,2001
2.97,D,EVA,192,2.97,2001
2.97,D,HELENA,192,2.97,2001
2.92,H,MIQUEL,189,2.92,2001
2.9,D,SÍLVIA/SILVIA,188,2.9,2001
2.87,D,AIDA/AÏDA/AÍDA,186,2.87,2001
2.87,H,ÁLVARO,186,2.87,2001
2.84,D,LÍDIA/LIDIA,184,2.84,2001
2.77,D,EMMA,179,2.77,2001
2.77,D,RAQUEL,179,2.77,2001
2.75,D,GEMMA,178,2.75,2001
2.72,D,NOÈLIA/NOELIA,176,2.72,2001
2.66,H,ISMAEL,172,2.66,2001
2.61,D,ELENA,169,2.61,2001
2.52,D,AINOA,163,2.52,2001
2.47,D,PATRÍCIA/PATRICIA,160,2.47,2001
2.44,H,CRISTIÁN,158,2.44,2001
2.44,H,JUAN,158,2.44,2001
2.43,D,LUCÍA,157,2.43,2001
2.39,H,EDUARD,155,2.39,2001
2.36,D,CARLOTA,153,2.36,2001
2.33,H,JAN,151,2.33,2001
2.32,H,ÀNGEL/ÁNGEL,150,2.32,2001
2.3,H,JAUME,149,2.3,2001
2.26,D,MERITXELL,146,2.26,2001
2.26,H,MOHAMED,146,2.26,2001
2.22,H,ENRIC,144,2.22,2001
2.21,H,BERNAT,143,2.21,2001
2.18,H,MIGUEL,141,2.18,2001
2.16,H,AARON/AARÓN,140,2.16,2001
2.16,H,ISAAC,140,2.16,2001
2.13,H,JOSÉ,138,2.13,2001
2.04,H,DÍDAC,132,2.04,2001
2.01,D,MARTINA,130,2.01,2001
1.99,H,AITOR,129,1.99,2001
1.99,H,CARLES,129,1.99,2001
1.99,D,SOFÍA/SOFIA,129,1.99,2001
1.96,H,IKER,127,1.96,2001
1.96,H,MANUEL,127,1.96,2001
1.9,D,MÒNICA/MÓNICA,123,1.9,2001
1.84,D,XÈNIA/XENIA,119,1.84,2001
1.81,H,KEVIN,117,1.81,2001
1.79,D,TÀNIA/TANIA,116,1.79,2001
1.75,H,ANDREU,113,1.75,2001
1.72,H,LLUÍS,111,1.72,2001
1.68,D,BLANCA,109,1.68,2001
1.68,H,CHRISTIAN,109,1.68,2001
1.67,D,ABRIL,108,1.67,2001
1.67,H,ERIK,108,1.67,2001
1.65,H,EDGAR,107,1.65,2001
1.65,H,FRANCISCO,107,1.65,2001
1.65,D,JOANA,107,1.65,2001
1.62,H,FRANCESC,105,1.62,2001
1.61,D,SÒNIA/SONIA,104,1.61,2001
1.59,D,ESTHER,103,1.59,2001
1.55,H,ALBERTO,100,1.55,2001
1.55,H,DIEGO,100,1.55,2001
1.55,H,GABRIEL,100,1.55,2001
1.55,H,MANEL,100,1.55,2001
1.55,H,RICARD,100,1.55,2001
1.47,H,PERE,95,1.47,2001
1.47,H,RAMON/RAMÓN,95,1.47,2001
1.44,H,ABEL,93,1.44,2001
1.42,H,ELOI,92,1.42,2001
1.42,D,LORENA,92,1.42,2001
1.39,D,ALÍCIA/ALICIA,90,1.39,2001
1.39,H,IAN,90,1.39,2001
1.38,D,AROA,89,1.38,2001
1.38,H,JESÚS,89,1.38,2001
1.38,H,LUIS,89,1.38,2001
1.36,H,NICOLÀS/NICOLÁS,88,1.36,2001
1.34,D,JANA,87,1.34,2001
1.33,D,CÈLIA/CELIA,86,1.33,2001
1.33,H,HÈCTOR/HÉCTOR,86,1.33,2001
1.33,D,INÉS,86,1.33,2001
1.31,H,JONATHAN,85,1.31,2001
1.31,D,LARA,85,1.31,2001
1.31,H,MARCOS,85,1.31,2001
1.31,D,NÀDIA/NADIA,85,1.31,2001
1.3,H,IZAN,84,1.3,2001
1.27,H,LLUC,82,1.27,2001
1.25,D,ONA,81,1.25,2001
1.24,H,BIEL,80,1.24,2001
1.22,H,GUILLERMO,79,1.22,2001
1.22,H,MARCEL,79,1.22,2001
1.21,H,SANTIAGO,78,1.21,2001
1.19,D,ADRIANA,77,1.19,2001
1.19,D,ÍNGRID,77,1.19,2001
1.17,H,RAFAEL,76,1.17,2001
1.16,D,IRIS,75,1.16,2001
1.14,H,GENÍS,74,1.14,2001
1.13,H,LUCAS,73,1.13,2001
1.13,D,ROCÍO,73,1.13,2001
1.13,D,VICTÒRIA/VICTORIA,73,1.13,2001
1.11,D,CARMEN,72,1.11,2001
1.11,D,MONTSERRAT,72,1.11,2001
1.11,D,NORA,72,1.11,2001
1.1,D,GEORGINA,71,1.1,2001
1.08,H,IGNASI,70,1.08,2001
1.08,H,MAX,70,1.08,2001
1.05,D,AITANA,68,1.05,2001
1.05,D,ALEXANDRA,68,1.05,2001
1.05,H,SAMUEL,68,1.05,2001
1.04,H,ALEXANDRE,67,1.04,2001
1.02,H,IGNACIO,66,1.02,2001
1,H,ANTONI,65,1,2001
0.99,D,CAROLINA,64,0.99,2001
0.99,H,JOSÉ ANTONIO,64,0.99,2001
0.99,D,YAIZA,64,0.99,2001
0.97,D,ERIKA,63,0.97,2001
0.97,H,HUGO,63,0.97,2001
0.96,D,GISELA,62,0.96,2001
0.96,H,JORGE,62,0.96,2001
0.96,D,NEUS,62,0.96,2001
0.94,D,ALÈXIA/ALEXIA,61,0.94,2001
0.94,D,JENNIFER,61,0.94,2001
0.93,H,JOAQUIM,60,0.93,2001
0.93,D,"NAIARA",60,0.93,2001
0.91,H,EDUARDO,59,0.91,2001
0.91,D,ESTEL,59,0.91,2001
0.91,D,YASMINA,59,0.91,2001
0.9,D,ELISABETH,58,0.9,2001
0.9,D,FÀTIMA/FÁTIMA,58,0.9,2001
0.9,H,PEDRO,58,0.9,2001
0.9,D,ZAIRA,58,0.9,2001
0.88,D,BEATRIZ,57,0.88,2001
0.88,D,ELISABET,57,0.88,2001
0.88,D,ISABEL,57,0.88,2001
0.88,D,MÀRIAM/MARIAM,57,0.88,2001
0.88,D,NOEMÍ/NOEMI,57,0.88,2001
0.87,H,MIGUEL ÀNGEL/MIGUEL ÁNGEL,56,0.87,2001
0.85,H,ANDRÉS,55,0.85,2001
0.85,D,QUERALT,55,0.85,2001
0.83,D,SHEILA,54,0.83,2001
0.83,D,ÀNGELA/ÁNGELA,54,0.83,2001
0.82,D,ALEJANDRA,53,0.82,2001
0.82,D,SALMA,53,0.82,2001
0.8,D,NOA,52,0.8,2001
0.8,D,ÈLIA/ELIA,52,0.8,2001
0.79,H,ENRIQUE,51,0.79,2001
0.79,H,JOAQUÍN,51,0.79,2001
0.77,H,BRUNO,50,0.77,2001
0.77,H,FRANCISCO JAVIER,50,0.77,2001
0.76,H,KILIAN,49,0.76,2001
0.74,D,IVET,48,0.74,2001
0.74,D,OLGA,48,0.74,2001
0.73,H,FERNANDO,47,0.73,2001
0.73,D,IRINA,47,0.73,2001
0.73,H,JUAN JOSÉ,47,0.73,2001
0.73,D,JÈSSICA/JESSICA,47,0.73,2001
0.71,H,ADAM,46,0.71,2001
0.71,D,AINARA,46,0.71,2001
0.71,D,IMAN,46,0.71,2001
0.71,D,MARIA DEL MAR/ MARÍA DEL MAR,46,0.71,2001
0.71,H,OMAR,46,0.71,2001
0.71,D,THAÍS/THAIS,46,0.71,2001
0.7,D,ELSA,45,0.7,2001
0.7,D,RUTH,45,0.7,2001
0.68,D,DESIRÉE,44,0.68,2001
0.68,D,MERCÈ,44,0.68,2001
0.66,H,AXEL,43,0.66,2001
0.66,H,ELOY,43,0.66,2001
0.65,D,ANAÍS/ANAÏS/ANAIS,42,0.65,2001
0.65,H,SALVADOR,42,0.65,2001
0.63,H,JOSÉ MANUEL,41,0.63,2001
0.63,H,JOSÉ MARIA/JOSÉ MARÍA,41,0.63,2001
0.63,D,PAOLA,41,0.63,2001
0.63,H,ROBERT,41,0.63,2001
0.62,H,GONZALO,40,0.62,2001
0.6,H,BRIAN,39,0.6,2001
0.6,H,JOSEP MARIA,39,0.6,2001
0.6,D,ROSA,39,0.6,2001
0.59,D,GLÒRIA/GLORIA,38,0.59,2001
0.59,H,YERAY,38,0.59,2001
0.59,H,YOUSSEF,38,0.59,2001
0.57,H,JOSÉ LUIS,37,0.57,2001
0.57,H,JUAN MANUEL,37,0.57,2001
0.57,H,TOMÀS/TOMÁS,37,0.57,2001
0.56,H,ALAN,36,0.56,2001
0.56,D,TERESA,36,0.56,2001
0.56,H,UNAI,36,0.56,2001
0.54,D,SUSANA,35,0.54,2001
0.54,D,VALÈRIA/VALERIA,35,0.54,2001
0.53,D,AMANDA,34,0.53,2001
0.53,H,ELÍAS,34,0.53,2001
0.53,D,ESTER,34,0.53,2001
0.51,D,ITZIAR,33,0.51,2001
0.51,H,JAIME,33,0.51,2001
0.51,H,JUAN CARLOS,33,0.51,2001
0.51,H,QUIM,33,0.51,2001
0.51,D,VERÒNICA/VERÓNICA,33,0.51,2001
0.49,D,ANA MARIA/ANA MARÍA,32,0.49,2001
0.49,D,ARANTXA,32,0.49,2001
0.48,H,ABRAHAM,31,0.48,2001
0.48,H,ANIOL,31,0.48,2001
0.48,D,BELÉN,31,0.48,2001
0.48,D,ESTELA,31,0.48,2001
0.48,H,NOEL,31,0.48,2001
0.48,H,ÀYOUB/ÁYOUB,31,0.48,2001
0.45,D,LYDIA,29,0.45,2001
0.45,H,OT,29,0.45,2001
0.43,D,ANABEL,28,0.43,2001
0.43,D,ARES,28,0.43,2001
0.43,D,EULÀLIA/EULALIA,28,0.43,2001
0.43,H,RICARDO,28,0.43,2001
0.42,H,ERNEST,27,0.42,2001
0.42,H,JOFRE,27,0.42,2001
0.42,D,MARÍA DEL CARMEN,27,0.42,2001
0.42,D,OLÍVIA/OLIVIA,27,0.42,2001
0.42,D,REBECA,27,0.42,2001
0.42,D,SORAYA,27,0.42,2001
0.4,D,ESTEFANIA/ESTEFANÍA,26,0.4,2001
0.4,D,LEIRE,26,0.4,2001
0.4,D,"NADINE",26,0.4,2001
0.4,D,"NAYARA",26,0.4,2001
0.39,D,IVETTE,25,0.39,2001
0.39,D,LAILA,25,0.39,2001
0.39,D,NICOLE,25,0.39,2001
0.39,D,RITA,25,0.39,2001
0.39,D,SARAY,25,0.39,2001
0.37,D,ADA,24,0.37,2001
0.37,H,ALEXANDER,24,0.37,2001
0.37,H,ALEXIS,24,0.37,2001
0.37,D,DIANA,24,0.37,2001
0.37,H,ETHAN,24,0.37,2001
0.37,H,JUAN ANTONIO,24,0.37,2001
0.37,H,MARTÍN,24,0.37,2001
0.37,D,RUT,24,0.37,2001
0.37,H,YAGO,24,0.37,2001
0.36,H,ESTEVE,23,0.36,2001
0.36,H,EUDALD,23,0.36,2001
0.36,H,FRANCESC XAVIER,23,0.36,2001
0.36,H,FRANCISCO JOSÉ,23,0.36,2001
0.36,D,GINA,23,0.36,2001
0.36,H,JULIÁN,23,0.36,2001
0.36,H,MARÇAL,23,0.36,2001
0.36,H,ROBERTO,23,0.36,2001
0.36,H,TONI,23,0.36,2001
0.34,H,BILAL,22,0.34,2001
0.34,H,BORJA,22,0.34,2001
0.34,H,CÈSAR/CÉSAR,22,0.34,2001
0.34,D,DANIELA,22,0.34,2001
0.34,H,HAMZA,22,0.34,2001
0.34,D,IRIA/IRÍA,22,0.34,2001
0.34,H,"NABIL",22,0.34,2001
0.32,D,AINOHA,21,0.32,2001
0.32,D,ELISENDA,21,0.32,2001
0.32,H,FÈLIX/FÉLIX,21,0.32,2001
0.32,D,GABRIELA,21,0.32,2001
0.32,D,LEYRE,21,0.32,2001
0.32,D,MICHELLE,21,0.32,2001
0.32,D,NINA,21,0.32,2001
0.32,H,ROC,21,0.32,2001
0.32,H,SAÜL/SAÚL,21,0.32,2001
0.32,D,YOUSRA,21,0.32,2001
0.32,D,ZAIDA,21,0.32,2001
0.31,H,ASIER,20,0.31,2001
0.31,D,CHAIMAE,20,0.31,2001
0.31,H,GORKA,20,0.31,2001
0.31,D,JANIRA,20,0.31,2001
0.31,D,KAREN,20,0.31,2001
0.31,D,MARÍA JOSÉ,20,0.31,2001
0.31,D,SAMARA,20,0.31,2001
0.31,D,TATIANA,20,0.31,2001
0.31,D,VANESSA,20,0.31,2001
0.29,H,AGUSTÍN,19,0.29,2001
0.29,H,ALFONSO,19,0.29,2001
0.29,D,AMAL,19,0.29,2001
0.29,H,ARTUR,19,0.29,2001
0.29,D,AURORA,19,0.29,2001
0.29,D,BRUNA,19,0.29,2001
0.29,H,DYLAN,19,0.29,2001
0.29,D,DÚNIA/DUNIA,19,0.29,2001
0.29,D,GALA,19,0.29,2001
0.29,H,IÑAKI,19,0.29,2001
0.29,H,JON,19,0.29,2001
0.29,H,LLORENÇ,19,0.29,2001
0.29,D,MARIA TERESA/MARÍA TERESA,19,0.29,2001
0.29,H,MATEU,19,0.29,2001
0.29,D,ÀFRICA/ÁFRICA,19,0.29,2001
0.28,H,AIMAN,18,0.28,2001
0.28,H,AYMAN,18,0.28,2001
0.28,D,CARME,18,0.28,2001
0.28,D,CORAL,18,0.28,2001
0.28,H,DARIO/DARÍO,18,0.28,2001
0.28,D,EVELYN,18,0.28,2001
0.28,H,ILÍAS,18,0.28,2001
0.28,H,JULIO,18,0.28,2001
0.28,H,MARCO,18,0.28,2001
0.28,H,MOISÈS/MOISÉS,18,0.28,2001
0.28,D,SARAH,18,0.28,2001
0.28,D,TAMARA,18,0.28,2001
0.28,D,VALENTINA,18,0.28,2001
0.28,D,VANESA,18,0.28,2001
0.28,D,ZOÈ/ZOÉ/ZOE,18,0.28,2001
0.26,H,ALI/ALÍ,17,0.26,2001
0.26,D,CANDELA,17,0.26,2001
0.26,H,DENÍS/DENIS,17,0.26,2001
0.26,D,ELISA,17,0.26,2001
0.26,H,EMILIO,17,0.26,2001
0.26,H,GERMÁN,17,0.26,2001
0.26,H,GUILLÉN,17,0.26,2001
0.26,H,ISRAEL,17,0.26,2001
0.26,H,JOSÉ MIGUEL,17,0.26,2001
0.26,D,MIRANDA,17,0.26,2001
0.26,D,OMAIMA,17,0.26,2001
0.26,H,VICENTE,17,0.26,2001
0.26,H,YASSIN,17,0.26,2001
0.26,D,YOLANDA,17,0.26,2001
0.25,H,ANAS/ANÁS,16,0.25,2001
0.25,D,DOLORES,16,0.25,2001
0.25,D,EVA MARIA/EVA MARÍA,16,0.25,2001
0.25,D,FATOUMATA,16,0.25,2001
0.25,D,IKRAM,16,0.25,2001
0.25,H,JAIRO,16,0.25,2001
0.25,D,LOLA,16,0.25,2001
0.25,H,MARK,16,0.25,2001
0.25,H,MIKEL,16,0.25,2001
0.25,D,PILAR,16,0.25,2001
0.25,H,RODRIGO,16,0.25,2001
0.25,D,VINYET,16,0.25,2001
0.23,H,ACHRAF,15,0.23,2001
0.23,H,ARTURO,15,0.23,2001
0.23,H,BRYAN,15,0.23,2001
0.23,D,BÀRBARA/BÁRBARA,15,0.23,2001
0.23,D,FATUMATA,15,0.23,2001
0.23,D,FIONA,15,0.23,2001
0.23,D,HAJAR,15,0.23,2001
0.23,H,IBRAHIM,15,0.23,2001
0.23,H,JUAN MIGUEL,15,0.23,2001
0.23,H,JULEN,15,0.23,2001
0.23,D,JÈNIFER/JENIFER,15,0.23,2001
0.23,D,LIA/LÍA,15,0.23,2001
0.23,D,LOURDES,15,0.23,2001
0.23,D,MARIA ISABEL/MARÍA ISABEL,15,0.23,2001
0.23,D,MÍRIAN/MIRIAN,15,0.23,2001
0.23,H,NÈSTOR/NÉSTOR,15,0.23,2001
0.23,H,OUSSAMA,15,0.23,2001
0.23,D,ROSER,15,0.23,2001
0.23,D,SABRINA,15,0.23,2001
0.23,H,SEBASTIAN/SEBASTIÁN,15,0.23,2001
0.23,D,SIRA,15,0.23,2001
0.22,D,AGNÈS,14,0.22,2001
0.22,D,ALMA,14,0.22,2001
0.22,D,ANIA,14,0.22,2001
0.22,D,ANNA MARIA/ANNA MARÍA,14,0.22,2001
0.22,H,CESC,14,0.22,2001
0.22,D,DÀNAE/DÁNAE/DANAE,14,0.22,2001
0.22,H,ESTEBAN,14,0.22,2001
0.22,H,FELIPE,14,0.22,2001
0.22,H,HICHAM,14,0.22,2001
0.22,D,IRATXE,14,0.22,2001
0.22,D,JORDINA,14,0.22,2001
0.22,H,KARIM,14,0.22,2001
0.22,D,LEILA,14,0.22,2001
0.22,D,LLUNA,14,0.22,2001
0.22,D,MARIAN,14,0.22,2001
0.22,H,MATEO,14,0.22,2001
0.22,D,MERCEDES,14,0.22,2001
0.22,H,MICHAEL,14,0.22,2001
0.22,D,SELENA,14,0.22,2001
0.22,D,VIOLETA,14,0.22,2001
0.22,H,VÍCTOR MANUEL,14,0.22,2001
0.2,H,AHMED,13,0.2,2001
0.2,H,ARMAND,13,0.2,2001
0.2,D,AURA,13,0.2,2001
0.2,H,BLAI,13,0.2,2001
0.2,D,CHAIMA,13,0.2,2001
0.2,D,ERICA,13,0.2,2001
0.2,H,LUIS MIGUEL,13,0.2,2001
0.2,D,MALENA,13,0.2,2001
0.2,D,MELANIE,13,0.2,2001
0.2,D,MELISSA,13,0.2,2001
0.2,H,SIMON/SIMÓN,13,0.2,2001
0.2,H,YASSINE,13,0.2,2001
0.2,H,ZAKARIA,13,0.2,2001
0.19,H,ALFREDO,12,0.19,2001
0.19,H,ANTON/ANTÓN,12,0.19,2001
0.19,D,ARIANA,12,0.19,2001
0.19,D,GAL·LA,12,0.19,2001
0.19,H,GIL,12,0.19,2001
0.19,H,IAGO,12,0.19,2001
0.19,H,LIAM,12,0.19,2001
0.19,H,MAGÍ,12,0.19,2001
0.19,D,MAITE,12,0.19,2001
0.19,H,OLIVER,12,0.19,2001
0.19,H,PAÜL/PAÚL,12,0.19,2001
0.19,D,SELENE,12,0.19,2001
0.19,H,TON,12,0.19,2001
0.19,D,YASMINE,12,0.19,2001
0.17,D,ADELA,11,0.17,2001
0.17,D,ALBA MARIA/ALBA MARÍA,11,0.17,2001
0.17,H,ALFRED,11,0.17,2001
0.17,D,AMINATA,11,0.17,2001
0.17,D,CINTA,11,0.17,2001
0.17,D,DINA,11,0.17,2001
0.17,H,FRANK,11,0.17,2001
0.17,D,HAWA,11,0.17,2001
0.17,H,JONATAN/JONATÁN,11,0.17,2001
0.17,H,KENNETH,11,0.17,2001
0.17,H,LUCÀ,11,0.17,2001
0.17,D,LUNA,11,0.17,2001
0.17,D,MARIA DOLORES/MARÍA DOLORES,11,0.17,2001
0.17,D,MINERVA,11,0.17,2001
0.17,H,ROMAN/ROMÁN,11,0.17,2001
0.17,D,ROSA MARIA/ROSA MARÍA,11,0.17,2001
0.17,H,SAID/SAÏD,11,0.17,2001
0.17,D,VIRGÍNIA/VIRGINIA,11,0.17,2001
0.17,D,YANIRA,11,0.17,2001
0.17,D,YLÈNIA/YLENIA,11,0.17,2001
0.17,H,YOUNES,11,0.17,2001
0.15,D,ANGÈLICA/ANGÉLICA,10,0.15,2001
0.15,D,ARACELI,10,0.15,2001
0.15,D,AZAHARA,10,0.15,2001
0.15,D,BIANCA,10,0.15,2001
0.15,D,CAMILA,10,0.15,2001
0.15,H,CRISTÓBAL,10,0.15,2001
0.15,D,DENISE,10,0.15,2001
0.15,D,DESIRE,10,0.15,2001
0.15,D,ENYA,10,0.15,2001
0.15,H,ILYAS,10,0.15,2001
0.15,D,IONA,10,0.15,2001
0.15,H,JOAN MARC,10,0.15,2001
0.15,D,JOANNA,10,0.15,2001
0.15,D,KAUTAR,10,0.15,2001
0.15,H,MAURO,10,0.15,2001
0.15,H,MUSA,10,0.15,2001
0.15,H,NOAH,10,0.15,2001
0.15,H,OSAMA,10,0.15,2001
0.15,H,PATRICK,10,0.15,2001
0.15,H,RAFEL,10,0.15,2001
0.15,H,RAIMON/RAIMÓN,10,0.15,2001
0.15,D,SAMIA,10,0.15,2001
0.15,H,SAMIR,10,0.15,2001
0.15,H,URIEL,10,0.15,2001
0.15,H,VICENÇ,10,0.15,2001
0.15,H,WALID,10,0.15,2001
0.15,H,XAVI,10,0.15,2001
0.15,H,YASIN,10,0.15,2001
0.14,H,AGUSTÍ,9,0.14,2001
0.14,D,AHLAM,9,0.14,2001
0.14,H,ALESSANDRO,9,0.14,2001
0.14,H,AMIN,9,0.14,2001
0.14,D,AMINA,9,0.14,2001
0.14,D,ANA BELÉN,9,0.14,2001
0.14,H,ARAN/ARÁN,9,0.14,2001
0.14,D,AYA,9,0.14,2001
0.14,D,CATERINA,9,0.14,2001
0.14,D,CORA,9,0.14,2001
0.14,H,CRISTHIAN,9,0.14,2001
0.14,H,GUIFRÉ,9,0.14,2001
0.14,D,HANAN,9,0.14,2001
0.14,D,INDIRA,9,0.14,2001
0.14,H,JOSUÈ/JOSUÉ,9,0.14,2001
0.14,H,JUAN LUIS,9,0.14,2001
0.14,D,JULIANA,9,0.14,2001
0.14,D,KARLA,9,0.14,2001
0.14,D,LEONOR,9,0.14,2001
0.14,D,MARIA LUISA/MARÍA LUISA,9,0.14,2001
0.14,D,MARIAMA,9,0.14,2001
0.14,H,MARIÀ,9,0.14,2001
0.14,H,MIQUEL ÀNGEL/MIQUEL ÁNGEL,9,0.14,2001
0.14,H,NOÈ/NOÉ,9,0.14,2001
0.14,D,PAULA MARIA/PAULA MARÍA,9,0.14,2001
0.14,D,REGINA,9,0.14,2001
0.14,D,SAMIRA,9,0.14,2001
0.14,D,TALIA/TALÍA,9,0.14,2001
0.14,H,THOMAS,9,0.14,2001
0.14,D,THÀLIA/THALIA,9,0.14,2001
0.14,D,VERA,9,0.14,2001
0.14,D,YOSRA,9,0.14,2001
0.14,D,ÀNGELS,9,0.14,2001
0.12,H,ADÁN,8,0.12,2001
0.12,D,AICHA,8,0.12,2001
0.12,D,AMÀLIA/AMALIA,8,0.12,2001
0.12,D,ANTÒNIA/ANTONIA,8,0.12,2001
0.12,H,ANUAR,8,0.12,2001
0.12,D,ASTRID,8,0.12,2001
0.12,D,BRENDA,8,0.12,2001
0.12,D,DÈLIA/DELIA,8,0.12,2001
0.12,D,ESMERALDA,8,0.12,2001
0.12,D,ESTRELLA,8,0.12,2001
0.12,H,IMAD,8,0.12,2001
0.12,D,INMACULADA,8,0.12,2001
0.12,D,ISABELLA,8,0.12,2001
0.12,H,JOAN MANEL,8,0.12,2001
0.12,D,LOUBNA,8,0.12,2001
0.12,D,MARIA JESÚS/MARÍA JESÚS,8,0.12,2001
0.12,D,MARIA VICTÒRIA/MARÍA VICTORIA,8,0.12,2001
0.12,D,"NAOMI",8,0.12,2001
0.12,D,"NAYRA",8,0.12,2001
0.12,H,NICOLAU,8,0.12,2001
0.12,H,OCTAVI,8,0.12,2001
0.12,D,SALIMA,8,0.12,2001
0.12,D,SARAI,8,0.12,2001
0.12,H,SOUFIAN,8,0.12,2001
0.12,H,TRISTAN/TRISTÁN,8,0.12,2001
0.12,H,VALENTÍN,8,0.12,2001
0.12,D,YASMIN,8,0.12,2001
0.11,D,ABIGAÏL/ABIGAIL,7,0.11,2001
0.11,H,AIDAN,7,0.11,2001
0.11,H,ALEZ,7,0.11,2001
0.11,D,ARIANNA,7,0.11,2001
0.11,H,BRU,7,0.11,2001
0.11,D,CARINA,7,0.11,2001
0.11,D,CAROL,7,0.11,2001
0.11,D,CECÍLIA/CECILIA,7,0.11,2001
0.11,D,CÍNTIA/CINTIA,7,0.11,2001
0.11,H,DAMIÁN,7,0.11,2001
0.11,D,DANA,7,0.11,2001
0.11,H,DEREK,7,0.11,2001
0.11,D,EMÍLIA/EMILIA,7,0.11,2001
0.11,D,ERIN,7,0.11,2001
0.11,D,ESPERANZA,7,0.11,2001
0.11,D,EUGÈNIA/EUGENIA,7,0.11,2001
0.11,H,FRANC,7,0.11,2001
0.11,D,GEMA,7,0.11,2001
0.11,H,IBRAHIMA,7,0.11,2001
0.11,D,IMANE,7,0.11,2001
0.11,H,IMANOL,7,0.11,2001
0.11,D,JANET,7,0.11,2001
0.11,H,JEREMY,7,0.11,2001
