Ranking,Sexe,Nom,Freq,Percent,Year
26.17,H,MARC,1484,26.17,1997
19.68,D,LAURA,1116,19.68,1997
16.91,D,MARIA/MARÍA,959,16.91,1997
16.68,H,DAVID,946,16.68,1997
16.31,D,ANDREA,925,16.31,1997
15.66,D,MARTA,888,15.66,1997
14.07,D,PAULA,798,14.07,1997
13.92,D,ANNA,789,13.92,1997
13.17,H,DANIEL,747,13.17,1997
12.61,D,LAIA,715,12.61,1997
11.99,H,SERGI,680,11.99,1997
11.62,H,JORDI,659,11.62,1997
11.41,D,ALBA,647,11.41,1997
11.27,H,ALBERT,639,11.27,1997
11.2,H,ÀLEX/ÁLEX,635,11.2,1997
10.49,D,CRISTINA,595,10.49,1997
10.3,D,CARLA,584,10.3,1997
9.86,D,SARA,559,9.86,1997
9.75,H,VÍCTOR,553,9.75,1997
9.52,H,ARNAU,540,9.52,1997
9.49,H,PAU,538,9.49,1997
9.19,D,JÚLIA/JULIA,521,9.19,1997
9.03,H,POL,512,9.03,1997
9.01,H,ROGER,511,9.01,1997
8.85,H,ORIOL,502,8.85,1997
8.66,H,ALEJANDRO,491,8.66,1997
8.39,H,GERARD,476,8.39,1997
8.38,D,MARINA,475,8.38,1997
8.2,D,NÚRIA/NURIA,465,8.2,1997
8.18,H,ADRIÁN,464,8.18,1997
8.11,H,ADRIÀ,460,8.11,1997
8.11,H,JOAN,460,8.11,1997
8.06,H,IVAN/IVÁN,457,8.06,1997
7.97,D,MIREIA,452,7.97,1997
7.88,D,ARIADNA,447,7.88,1997
7.83,H,CARLOS,444,7.83,1997
7.53,D,CLÀUDIA/CLAUDIA,427,7.53,1997
7.16,D,JUDITH,406,7.16,1997
7.13,H,XAVIER,404,7.13,1997
7.02,D,JUDIT,398,7.02,1997
6.98,H,ERIC/ÈRIC/ÉRIC,396,6.98,1997
6.83,H,SERGIO,387,6.83,1997
6.74,H,ÒSCAR/ÓSCAR,382,6.74,1997
6.56,D,IRENE,372,6.56,1997
6.16,H,GUILLEM,349,6.16,1997
6.1,H,RAÜL/RAÚL,346,6.1,1997
5.94,H,JAVIER,337,5.94,1997
5.66,D,SANDRA,321,5.66,1997
5.38,H,ALEIX,305,5.38,1997
5.33,H,JOEL,302,5.33,1997
5.08,H,RUBÈN/RUBÉN,288,5.08,1997
4.89,D,RAQUEL,277,4.89,1997
4.8,D,ANA,272,4.8,1997
4.66,D,CLARA,264,4.66,1997
4.55,H,FERRAN,258,4.55,1997
4.53,D,MÍRIAM/MIRIAM,257,4.53,1997
4.25,D,MAR,241,4.25,1997
4.22,D,NEREA,239,4.22,1997
4,D,"NATÀLIA/NATALIA",227,4,1997
3.88,H,EDUARD,220,3.88,1997
3.77,H,ANTONIO,214,3.77,1997
3.74,H,MIQUEL,212,3.74,1997
3.72,D,MARIONA,211,3.72,1997
3.69,D,SÍLVIA/SILVIA,209,3.69,1997
3.67,D,BERTA,208,3.67,1997
3.65,D,LÍDIA/LIDIA,207,3.65,1997
3.63,D,GEMMA,206,3.63,1997
3.63,H,JOSEP,206,3.63,1997
3.6,D,EVA,204,3.6,1997
3.51,H,CRISTIÁN,199,3.51,1997
3.37,D,AIDA/AÏDA/AÍDA,191,3.37,1997
3.32,D,AINA,188,3.32,1997
3.28,H,CHRISTIAN,186,3.28,1997
3.25,H,CARLES,184,3.25,1997
3.25,D,PATRÍCIA/PATRICIA,184,3.25,1997
3.23,H,JAUME,183,3.23,1997
3.21,H,MARTÍ,182,3.21,1997
3.19,D,NOÈLIA/NOELIA,181,3.19,1997
3.16,H,KEVIN,179,3.16,1997
3.16,D,MÒNICA/MÓNICA,179,3.16,1997
3.14,H,PABLO,178,3.14,1997
3.14,H,ÁLVARO,178,3.14,1997
3.07,H,ENRIC,174,3.07,1997
2.77,H,JOSÉ,157,2.77,1997
2.73,H,MIGUEL,155,2.73,1997
2.72,D,ELENA,154,2.72,1997
2.65,H,NIL,150,2.65,1997
2.52,D,SÒNIA/SONIA,143,2.52,1997
2.5,D,HELENA,142,2.5,1997
2.47,H,AITOR,140,2.47,1997
2.45,H,JUAN,139,2.45,1997
2.42,D,TÀNIA/TANIA,137,2.42,1997
2.4,H,FRANCESC,136,2.4,1997
2.36,H,MANUEL,134,2.36,1997
2.26,D,MERITXELL,128,2.26,1997
2.24,D,ESTHER,127,2.24,1997
2.17,D,LORENA,123,2.17,1997
2.12,H,ALBERTO,120,2.12,1997
2.05,D,AINHOA,116,2.05,1997
1.99,D,ALÍCIA/ALICIA,113,1.99,1997
1.98,H,FRANCISCO,112,1.98,1997
1.89,H,ÀNGEL/ÁNGEL,107,1.89,1997
1.87,D,BLANCA,106,1.87,1997
1.85,H,AARON/AARÓN,105,1.85,1997
1.82,H,LLUÍS,103,1.82,1997
1.8,H,MARIO,102,1.8,1997
1.8,D,MONTSERRAT,102,1.8,1997
1.8,H,RICARD,102,1.8,1997
1.8,D,SHEILA,102,1.8,1997
1.76,H,ISMAEL,100,1.76,1997
1.76,H,JESÚS,100,1.76,1997
1.76,H,JONATHAN,100,1.76,1997
1.75,H,RAMON/RAMÓN,99,1.75,1997
1.68,D,CARLOTA,95,1.68,1997
1.68,H,MANEL,95,1.68,1997
1.68,D,XÈNIA/XENIA,95,1.68,1997
1.6,H,IGNASI,91,1.6,1997
1.57,H,EDGAR,89,1.57,1997
1.55,H,GABRIEL,88,1.55,1997
1.55,H,PERE,88,1.55,1997
1.53,H,ANTONI,87,1.53,1997
1.53,D,CAROLINA,87,1.53,1997
1.53,H,ISAAC,87,1.53,1997
1.53,H,MARCOS,87,1.53,1997
1.45,H,BERNAT,82,1.45,1997
1.45,H,LUIS,82,1.45,1997
1.43,D,JOANA,81,1.43,1997
1.39,D,AINOA,79,1.39,1997
1.39,D,ISABEL,79,1.39,1997
1.39,D,JÈSSICA/JESSICA,79,1.39,1997
1.39,H,RAFAEL,79,1.39,1997
1.38,H,DÍDAC,78,1.38,1997
1.38,H,GUILLERMO,78,1.38,1997
1.38,H,SAMUEL,78,1.38,1997
1.36,D,GEORGINA,77,1.36,1997
1.34,H,ALEXANDRE,76,1.34,1997
1.34,H,ANDREU,76,1.34,1997
1.34,H,ELOI,76,1.34,1997
1.32,H,HÈCTOR/HÉCTOR,75,1.32,1997
1.32,H,IGNACIO,75,1.32,1997
1.31,H,JAN,74,1.31,1997
1.31,D,NEUS,74,1.31,1997
1.29,D,BEATRIZ,73,1.29,1997
1.29,D,INÉS,73,1.29,1997
1.29,D,LUCÍA,73,1.29,1997
1.27,D,AROA,72,1.27,1997
1.27,D,YAIZA,72,1.27,1997
1.23,H,BORJA,70,1.23,1997
1.23,D,CARMEN,70,1.23,1997
1.23,H,ERIK,70,1.23,1997
1.23,D,IRIS,70,1.23,1997
1.23,H,MOHAMED,70,1.23,1997
1.22,D,ELISABETH,69,1.22,1997
1.22,D,ESTER,69,1.22,1997
1.22,D,NOEMÍ/NOEMI,69,1.22,1997
1.22,H,PEDRO,69,1.22,1997
1.2,H,JOSÉ ANTONIO,68,1.2,1997
1.2,H,SANTIAGO,68,1.2,1997
1.18,D,ROCÍO,67,1.18,1997
1.16,H,ENRIQUE,66,1.16,1997
1.15,D,ELISABET,65,1.15,1997
1.15,H,MIGUEL ÀNGEL/MIGUEL ÁNGEL,65,1.15,1997
1.15,D,TAMARA,65,1.15,1997
1.09,D,JENNIFER,62,1.09,1997
1.09,H,JOAQUIM,62,1.09,1997
1.09,D,SOFÍA/SOFIA,62,1.09,1997
1.08,H,JORGE,61,1.08,1997
1.06,D,ANAÍS/ANAÏS/ANAIS,60,1.06,1997
1.06,H,GENÍS,60,1.06,1997
1.06,H,JOAQUÍN,60,1.06,1997
1.06,H,JOSÉ MARIA/JOSÉ MARÍA,60,1.06,1997
1.06,D,MARIA DEL MAR/ MARÍA DEL MAR,60,1.06,1997
1.04,H,MARCEL,59,1.04,1997
1.02,H,ABEL,58,1.02,1997
1.02,D,EMMA,58,1.02,1997
1.02,D,GISELA,58,1.02,1997
1.01,D,ADRIANA,57,1.01,1997
1.01,D,CÈLIA/CELIA,57,1.01,1997
0.99,H,JOSÉ MANUEL,56,0.99,1997
0.97,H,ANDRÉS,55,0.97,1997
0.97,D,ÍNGRID,55,0.97,1997
0.95,D,ALEXANDRA,54,0.95,1997
0.95,D,MERCÈ,54,0.95,1997
0.93,H,FRANCISCO JAVI,53,0.93,1997
0.93,D,NÀDIA/NADIA,53,0.93,1997
0.93,H,ROBERT,53,0.93,1997
0.92,D,ANA MARIA/ANA MARÍA,52,0.92,1997
0.92,D,ROSA,52,0.92,1997
0.9,D,ÀNGELA/ÁNGELA,51,0.9,1997
0.86,D,ABRIL,49,0.86,1997
0.86,D,DESIRÉE,49,0.86,1997
0.86,H,FERNANDO,49,0.86,1997
0.86,H,JUAN CARLOS,49,0.86,1997
0.86,H,JUAN JOSÉ,49,0.86,1997
0.86,D,RUTH,49,0.86,1997
0.85,D,BELÉN,48,0.85,1997
0.85,D,VERÒNICA/VERÓNICA,48,0.85,1997
0.83,H,EDUARDO,47,0.83,1997
0.83,H,JOSÉ LUIS,47,0.83,1997
0.83,D,SARAY,47,0.83,1997
0.83,D,SUSANA,47,0.83,1997
0.81,H,BRIAN,46,0.81,1997
0.81,H,DIEGO,46,0.81,1997
0.79,D,ESTEFANIA/ESTEFANÍA,45,0.79,1997
0.79,D,MARÍA DEL CARMEN,45,0.79,1997
0.78,D,ESTELA,44,0.78,1997
0.76,D,REBECA,43,0.76,1997
0.74,D,AMANDA,42,0.74,1997
0.74,D,LARA,42,0.74,1997
0.72,D,GLÒRIA/GLORIA,41,0.72,1997
0.72,D,NORA,41,0.72,1997
0.72,H,TOMÀS/TOMÁS,41,0.72,1997
0.71,D,FÀTIMA/FÁTIMA,40,0.71,1997
0.71,H,JOSEP MARIA,40,0.71,1997
0.71,H,OMAR,40,0.71,1997
0.71,H,SALVADOR,40,0.71,1997
0.69,D,OLGA,39,0.69,1997
0.69,D,ÈLIA/ELIA,39,0.69,1997
0.67,D,LYDIA,38,0.67,1997
0.67,D,YOLANDA,38,0.67,1997
0.65,H,LUCAS,37,0.65,1997
0.63,H,JUAN ANTONIO,36,0.63,1997
0.63,D,ROSER,36,0.63,1997
0.62,H,FRANCESC XAVIER,35,0.62,1997
0.62,D,ONA,35,0.62,1997
0.62,D,VICTÒRIA/VICTORIA,35,0.62,1997
0.62,D,YASMINA,35,0.62,1997
0.58,D,ANABEL,33,0.58,1997
0.58,H,AXEL,33,0.58,1997
0.58,D,VANESSA,33,0.58,1997
0.56,H,ELOY,32,0.56,1997
0.56,H,MAX,32,0.56,1997
0.56,D,QUERALT,32,0.56,1997
0.55,D,IVETTE,31,0.55,1997
0.55,H,JUAN MANUEL,31,0.55,1997
0.53,H,JAIME,30,0.53,1997
0.53,H,JONATAN/JONATÁN,30,0.53,1997
0.53,D,MELANIE,30,0.53,1997
0.53,H,RICARDO,30,0.53,1997
0.53,D,SARAI,30,0.53,1997
0.53,D,TERESA,30,0.53,1997
0.53,H,YERAY,30,0.53,1997
0.51,H,ALEXIS,29,0.51,1997
0.51,H,IAN,29,0.51,1997
0.51,D,IVET,29,0.51,1997
0.49,H,KILIAN,28,0.49,1997
0.49,H,NICOLÀS/NICOLÁS,28,0.49,1997
0.49,D,PAOLA,28,0.49,1997
0.49,D,THAÍS/THAIS,28,0.49,1997
0.48,D,AITANA,27,0.48,1997
0.48,D,"NAIARA",27,0.48,1997
0.46,D,ALEJANDRA,26,0.46,1997
0.46,H,ANIOL,26,0.46,1997
0.46,D,ITZIAR,26,0.46,1997
0.46,H,QUIM,26,0.46,1997
0.44,H,ALFONSO,25,0.44,1997
0.44,D,ALÈXIA/ALEXIA,25,0.44,1997
0.44,H,BIEL,25,0.44,1997
0.44,D,ELSA,25,0.44,1997
0.44,H,EUDALD,25,0.44,1997
0.44,D,IRINA,25,0.44,1997
0.44,D,JANA,25,0.44,1997
0.44,D,JÈNIFER/JENIFER,25,0.44,1997
0.42,H,ALEXANDER,24,0.42,1997
0.42,D,ANNA MARIA/ANNA MARÍA,24,0.42,1997
0.42,D,ELISENDA,24,0.42,1997
0.42,H,ESTEVE,24,0.42,1997
0.42,D,JORDINA,24,0.42,1997
0.42,H,MARCAL,24,0.42,1997
0.42,D,MARTINA,24,0.42,1997
0.42,D,PILAR,24,0.42,1997
0.42,H,ROBERTO,24,0.42,1997
0.41,H,ABRAHAM,23,0.41,1997
0.41,D,CARME,23,0.41,1997
0.41,D,DIANA,23,0.41,1997
0.41,H,ERNEST,23,0.41,1997
0.41,H,FRANCISCO JAVIER,23,0.41,1997
0.41,H,IÑAKI,23,0.41,1997
0.41,D,MARIA ISABEL/MARÍA ISABEL,23,0.41,1997
0.41,D,VANESA,23,0.41,1997
0.39,H,GERMÁN,22,0.39,1997
0.39,D,RITA,22,0.39,1997
0.39,D,SORAYA,22,0.39,1997
0.37,H,ADAM,21,0.37,1997
0.37,H,ALAN,21,0.37,1997
0.37,D,ARES,21,0.37,1997
0.37,H,BRUNO,21,0.37,1997
0.37,H,FRANCISCO JOSÉ,21,0.37,1997
0.37,H,GONZALO,21,0.37,1997
0.37,H,JOFRE,21,0.37,1997
0.35,H,ARTURO,20,0.35,1997
0.35,D,AURORA,20,0.35,1997
0.35,D,ELISA,20,0.35,1997
0.35,D,"NAOMI",20,0.35,1997
0.35,H,NÈSTOR/NÉSTOR,20,0.35,1997
0.35,H,RAIMON/RAIMÓN,20,0.35,1997
0.35,D,SARAH,20,0.35,1997
0.35,D,TATIANA,20,0.35,1997
0.35,D,ZAIRA,20,0.35,1997
0.34,H,ASIER,19,0.34,1997
0.34,H,ELÍAS,19,0.34,1997
0.34,D,ERIKA,19,0.34,1997
0.34,H,HUGO,19,0.34,1997
0.34,H,IKER,19,0.34,1997
0.34,H,LLORENÇ,19,0.34,1997
0.34,H,ROC,19,0.34,1997
0.34,D,VALÈRIA/VALERIA,19,0.34,1997
0.32,D,CORAL,18,0.32,1997
0.32,D,EULÀLIA/EULALIA,18,0.32,1997
0.32,D,IMAN,18,0.32,1997
0.32,D,JANIRA,18,0.32,1997
0.32,D,MAITE,18,0.32,1997
0.32,H,MARTÍN,18,0.32,1997
0.32,D,MELÀNIA/MELANIA,18,0.32,1997
0.32,D,MÀRIAM/MARIAM,18,0.32,1997
0.32,D,YLÈNIA/YLENIA,18,0.32,1997
0.32,D,ÀFRICA/ÁFRICA,18,0.32,1997
0.3,D,BÀRBARA/BÁRBARA,17,0.3,1997
0.3,H,CÈSAR/CÉSAR,17,0.3,1997
0.3,D,GINA,17,0.3,1997
0.3,H,JULIO,17,0.3,1997
0.3,H,KARIM,17,0.3,1997
0.3,H,LLUC,17,0.3,1997
0.3,D,MARIA TERESA/MARÍA TERESA,17,0.3,1997
0.3,D,MINERVA,17,0.3,1997
0.28,D,ADA,16,0.28,1997
0.28,H,AGUSTÍN,16,0.28,1997
0.28,H,BRYAN,16,0.28,1997
0.28,D,DÚNIA/DUNIA,16,0.28,1997
0.28,D,FATOUMATA,16,0.28,1997
0.28,H,JULIÁN,16,0.28,1997
0.28,D,LOURDES,16,0.28,1997
0.28,D,ROSA MARIA/ROSA MARÍA,16,0.28,1997
0.26,D,ANTÒNIA/ANTONIA,15,0.26,1997
0.26,D,ARANTXA,15,0.26,1997
0.26,D,ARIANA,15,0.26,1997
0.26,D,CÍNTIA/CINTIA,15,0.26,1997
0.26,H,DENÍS/DENIS,15,0.26,1997
0.26,H,EMILIO,15,0.26,1997
0.26,D,EVA MARIA/EVA MARÍA,15,0.26,1997
0.26,H,GORKA,15,0.26,1997
0.26,H,JON,15,0.26,1997
0.26,D,MARIA CRISTINA/MARÍA CRISTINA,15,0.26,1997
0.26,D,MARIA ROSA/MARÍA ROSA,15,0.26,1997
0.26,D,MARÍA JOSÉ,15,0.26,1997
0.26,D,MIREYA,15,0.26,1997
0.26,D,"NAIMA",15,0.26,1997
0.26,D,RUT,15,0.26,1997
0.25,D,ALBA MARIA/ALBA MARÍA,14,0.25,1997
0.25,D,AZAHARA,14,0.25,1997
0.25,H,BILAL,14,0.25,1997
0.25,D,DANA,14,0.25,1997
0.25,D,DÀMARIS/DÁMARIS/DAMARIS,14,0.25,1997
0.25,D,EVELYN,14,0.25,1997
0.25,D,INMACULADA,14,0.25,1997
0.25,H,JAIRO,14,0.25,1997
0.25,H,JULEN,14,0.25,1997
0.25,D,KAREN,14,0.25,1997
0.25,D,MARIA ÁNGELES/MARÍA ÁNGELES,14,0.25,1997
0.25,H,MARÇAL,14,0.25,1997
0.25,H,MOISÈS/MOISÉS,14,0.25,1997
0.25,D,SALMA,14,0.25,1997
0.25,H,SAÜL/SAÚL,14,0.25,1997
0.25,H,VÍCTOR MANUEL,14,0.25,1997
0.25,H,YOUSSEF,14,0.25,1997
0.23,H,AGUSTÍ,13,0.23,1997
0.23,H,ALI/ALÍ,13,0.23,1997
0.23,H,AMIN,13,0.23,1997
0.23,D,CHAIMAE,13,0.23,1997
0.23,D,DANIELA,13,0.23,1997
0.23,D,DENISE,13,0.23,1997
0.23,D,DESIRE,13,0.23,1997
0.23,H,ESTEBAN,13,0.23,1997
0.23,D,EUGÈNIA/EUGENIA,13,0.23,1997
0.23,D,FATUMATA,13,0.23,1997
0.23,D,LAILA,13,0.23,1997
0.23,H,MARGAL,13,0.23,1997
0.23,H,MIQUEL ÀNGEL/MIQUEL ÁNGEL,13,0.23,1997
0.23,D,"NAYARA",13,0.23,1997
0.23,D,NICOLE,13,0.23,1997
0.23,D,SAMARA,13,0.23,1997
0.23,H,TONI,13,0.23,1997
0.23,D,YASMIN,13,0.23,1997
0.23,D,ZAIDA,13,0.23,1997
0.21,H,ADÁN,12,0.21,1997
0.21,D,ANA ISABEL,12,0.21,1997
0.21,H,ANAS/ANÁS,12,0.21,1997
0.21,H,BLAI,12,0.21,1997
0.21,D,BRUNA,12,0.21,1997
0.21,D,CINTA,12,0.21,1997
0.21,D,DOLORES,12,0.21,1997
0.21,D,DÀNAE/DÁNAE/DANAE,12,0.21,1997
0.21,D,ESTEL,12,0.21,1997
0.21,H,FRANK,12,0.21,1997
0.21,D,IKRAM,12,0.21,1997
0.21,H,JOSEP ORIOL,12,0.21,1997
0.21,H,JOSUÈ/JOSUÉ,12,0.21,1997
0.21,D,MARIA DOLORES/MARÍA DOLORES,12,0.21,1997
0.21,D,NINA,12,0.21,1997
0.21,D,OLÍVIA/OLIVIA,12,0.21,1997
0.21,H,PAÜL/PAÚL,12,0.21,1997
0.21,H,SEBASTIAN/SEBASTIÁN,12,0.21,1997
0.21,D,SELENE,12,0.21,1997
0.21,H,VICENÇ,12,0.21,1997
0.21,D,VIOLETA,12,0.21,1997
0.21,D,VIRGÍNIA/VIRGINIA,12,0.21,1997
0.21,H,YASSIN,12,0.21,1997
0.19,D,AGNÈS,11,0.19,1997
0.19,D,ALMUDENA,11,0.19,1997
0.19,H,ARTUR,11,0.19,1997
0.19,D,CECÍLIA/CECILIA,11,0.19,1997
0.19,H,FELIPE,11,0.19,1997
0.19,H,FÈLIX/FÉLIX,11,0.19,1997
0.19,D,IRIA/IRÍA,11,0.19,1997
0.19,D,JASMINA,11,0.19,1997
0.19,D,JOSEFA,11,0.19,1997
0.19,H,JOSÉ RAMON/JOSÉ RAMÓN,11,0.19,1997
0.19,D,LLUNA,11,0.19,1997
0.19,D,MARIA LUISA/MARÍA LUISA,11,0.19,1997
0.19,D,MELANI,11,0.19,1997
0.19,D,MICHELLE,11,0.19,1997
0.19,H,"NARCÍS",11,0.19,1997
0.19,D,SUSANNA,11,0.19,1997
0.19,H,UNAI,11,0.19,1997
0.19,D,YOSRA,11,0.19,1997
0.18,D,AINARA,10,0.18,1997
0.18,D,AMARA,10,0.18,1997
0.18,H,ARMAND,10,0.18,1997
0.18,D,DÈBORA/DÉBORA,10,0.18,1997
0.18,D,GAL·LA,10,0.18,1997
0.18,D,IDOIA,10,0.18,1997
0.18,H,IZAN,10,0.18,1997
0.18,H,JOSHUA,10,0.18,1997
0.18,H,JOSÉ MIGUEL,10,0.18,1997
0.18,D,MARIA ELENA/MARÍA ELENA,10,0.18,1997
0.18,D,MARIA JESÚS/MARÍA JESÚS,10,0.18,1997
0.18,H,MATÍAS,10,0.18,1997
0.18,D,MERCEDES,10,0.18,1997
0.18,H,MIKEL,10,0.18,1997
0.18,H,MUSA,10,0.18,1997
0.18,H,"NABIL",10,0.18,1997
0.18,H,NOEL,10,0.18,1997
0.18,H,OT,10,0.18,1997
0.18,D,REGINA,10,0.18,1997
0.18,H,RODRIGO,10,0.18,1997
0.18,H,YAGO,10,0.18,1997
0.16,D,ADELA,9,0.16,1997
0.16,H,ALFREDO,9,0.16,1997
0.16,D,BRENDA,9,0.16,1997
0.16,D,CATERINA,9,0.16,1997
0.16,H,DAN,9,0.16,1997
0.16,H,GIL,9,0.16,1997
0.16,H,GUIM,9,0.16,1997
0.16,H,JACOB,9,0.16,1997
0.16,H,JOAN MARC,9,0.16,1997
0.16,D,JUANA,9,0.16,1997
0.16,H,MICHAEL,9,0.16,1997
0.16,D,NOA,9,0.16,1997
0.16,H,PATRICK,9,0.16,1997
0.16,H,SAMIR,9,0.16,1997
0.16,H,SOUFIAN,9,0.16,1997
0.16,D,YOUSRA,9,0.16,1997
0.16,D,YVONNE,9,0.16,1997
0.16,H,ÀYOUB/ÁYOUB,9,0.16,1997
0.14,D,ALESSANDRA,8,0.14,1997
0.14,H,ALFONS,8,0.14,1997
0.14,H,AMADEU,8,0.14,1997
0.14,D,AMINATA,8,0.14,1997
0.14,D,ANA BELÉN,8,0.14,1997
0.14,H,CRISTÓBAL,8,0.14,1997
0.14,H,DARIO/DARÍO,8,0.14,1997
0.14,D,DINA,8,0.14,1997
0.14,H,DOMÈNEC,8,0.14,1997
0.14,D,ELVIRA,8,0.14,1997
0.14,D,ERICA,8,0.14,1997
0.14,D,ESPERANZA,8,0.14,1997
0.14,D,FIONA,8,0.14,1997
0.14,D,HAJAR,8,0.14,1997
0.14,H,HAMZA,8,0.14,1997
0.14,D,JÈSICA/JESICA,8,0.14,1997
0.14,D,KARIMA,8,0.14,1997
0.14,D,LEILA,8,0.14,1997
0.14,D,LEIRE,8,0.14,1997
0.14,D,MALENA,8,0.14,1997
0.14,D,MARGARITA,8,0.14,1997
0.14,D,MARIA DEL PILAR/MARÍA DEL PILAR,8,0.14,1997
0.14,D,MELISA,8,0.14,1997
0.14,D,MÍRIAN/MIRIAN,8,0.14,1997
0.14,H,RICHARD,8,0.14,1997
0.14,H,ROMAN/ROMÁN,8,0.14,1997
0.14,D,ROSARIO,8,0.14,1997
0.14,D,SELENA,8,0.14,1997
0.14,H,VICENTE,8,0.14,1997
0.14,H,YASIN,8,0.14,1997
0.14,D,YASMINE,8,0.14,1997
0.14,D,ZOÈ/ZOÉ/ZOE,8,0.14,1997
0.14,D,ÀGATA/ÁGATA,8,0.14,1997
0.14,D,ÀNGELS,8,0.14,1997
0.14,D,ÀNNIA/ANNIA,8,0.14,1997
0.12,H,AHMED,7,0.12,1997
0.12,H,ALESSANDRO,7,0.12,1997
0.12,D,AMAL,7,0.12,1997
0.12,D,AMÀLIA/AMALIA,7,0.12,1997
0.12,H,ARMANDO,7,0.12,1997
0.12,D,ASTRID,7,0.12,1997
0.12,H,BENJAMÍN,7,0.12,1997
0.12,D,BIANCA,7,0.12,1997
0.12,H,CONRAD,7,0.12,1997
0.12,H,DAMIÀ,7,0.12,1997
0.12,D,DÈLIA/DELIA,7,0.12,1997
0.12,H,FABIO,7,0.12,1997
0.12,H,FERMÍN,7,0.12,1997
0.12,D,HANAN,7,0.12,1997
0.12,D,JANET,7,0.12,1997
0.12,H,JOSÉ JAVIER,7,0.12,1997
0.12,H,JUAN LUIS,7,0.12,1997
0.12,H,JUAN MIGUEL,7,0.12,1997
0.12,H,JULIÀ,7,0.12,1997
0.12,D,KHADIJA,7,0.12,1997
0.12,D,LOLA,7,0.12,1997
0.12,D,LOREA,7,0.12,1997
0.12,D,LUISA,7,0.12,1997
0.12,D,LUNA,7,0.12,1997
0.12,D,MAGALÍ,7,0.12,1997
0.12,H,MAGÍ,7,0.12,1997
0.12,H,MARCO,7,0.12,1997
0.12,D,MARIA CARMEN/MARÍA CARMEN,7,0.12,1997
0.12,D,MARIA MONTSERRAT/MARÍA MONTSERRAT,7,0.12,1997
0.12,D,MARIA QUERALT/MARÍA QUERALT,7,0.12,1997
0.12,D,MARIANA,7,0.12,1997
0.12,H,MARK,7,0.12,1997
0.12,H,MATEU,7,0.12,1997
0.12,D,MIRANDA,7,0.12,1997
0.12,D,"NADINE",7,0.12,1997
0.12,D,NEKANE,7,0.12,1997
0.12,H,SAID/SAÏD,7,0.12,1997
0.12,D,SAMANTHA,7,0.12,1997
0.12,D,SAMIRA,7,0.12,1997
0.12,D,SIRA,7,0.12,1997
0.12,D,VERA,7,0.12,1997
0.12,H,VIDAL,7,0.12,1997
0.12,D,ÀUREA/ÁUREA,7,0.12,1997
0.11,H,ACHRAF,6,0.11,1997
0.11,D,AINOHA,6,0.11,1997
0.11,D,AMINA,6,0.11,1997
0.11,H,ANDREA,6,0.11,1997
0.11,D,ANDREA MARIA/ANDREA MARÍA,6,0.11,1997
0.11,H,ANTONIO DAVID,6,0.11,1997
0.11,D,ARACELI,6,0.11,1997
0.11,D,AURA,6,0.11,1997
0.11,D,BEGOÑA,6,0.11,1997
0.11,D,BELINDA,6,0.11,1997
0.11,H,BRAHIM,6,0.11,1997
0.11,D,CANDELA,6,0.11,1997
0.11,D,CAROL,6,0.11,1997
0.11,D,CHANTAL,6,0.11,1997
0.11,D,DÀLIA/DALIA,6,0.11,1997
0.11,D,ELIZABETH,6,0.11,1997
0.11,H,EMILI,6,0.11,1997
0.11,H,ERNESTO,6,0.11,1997
0.11,D,ESTÍBALIZ,6,0.11,1997
0.11,D,FÀTIMA ZAHRA/FÁTIMA ZAHRA,6,0.11,1997
0.11,D,GABRIELA,6,0.11,1997
0.11,D,GALA,6,0.11,1997
0.11,D,GIOVANNA,6,0.11,1997
0.11,H,ILÍAS,6,0.11,1997
0.11,H,IMAD,6,0.11,1997
0.11,H,ISRAEL,6,0.11,1997
0.11,H,JERÓNIMO,6,0.11,1997
0.11,H,JOAN JOSEP,6,0.11,1997
0.11,D,JOANNA,6,0.11,1997
0.11,D,JORGINA,6,0.11,1997
0.11,H,JOSEP ANTONI,6,0.11,1997
0.11,H,JOSEP LLUÍS,6,0.11,1997
0.11,H,JOSÉ IGNACIO,6,0.11,1997
0.11,H,JUAN RAMON/JUAN RAMÓN,6,0.11,1997
0.11,D,KELLY,6,0.11,1997
0.11,D,MARI CARMEN,6,0.11,1997
0.11,D,MARIA VICTÒRIA/MARÍA VICTORIA,6,0.11,1997
0.11,D,MARIAMU,6,0.11,1997
0.11,D,MARIAN,6,0.11,1997
0.11,H,MATEO,6,0.11,1997
0.11,D,MELISSA,6,0.11,1997
0.11,H,MORAD,6,0.11,1997
0.11,D,"NAGORE",6,0.11,1997
0.11,D,"NAILA",6,0.11,1997
0.11,D,OLALLA,6,0.11,1997
0.11,H,OLEGUER,6,0.11,1997
0.11,H,OLIVER,6,0.11,1997
0.11,H,OUSSAMA,6,0.11,1997
0.11,D,PALOMA,6,0.11,1997
0.11,D,REMEI,6,0.11,1997
0.11,D,SABINA,6,0.11,1997
0.11,D,SAMIA,6,0.11,1997
0.11,D,SANA,6,0.11,1997
0.11,H,SIMON/SIMÓN,6,0.11,1997
0.11,H,VALENTÍ,6,0.11,1997
0.09,D,AGATHA,5,0.09,1997
0.09,D,AICHA,5,0.09,1997
0.09,H,AIMAN,5,0.09,1997
0.09,H,ALDO,5,0.09,1997
0.09,D,ALMA,5,0.09,1997
0.09,H,ANASS,5,0.09,1997
