latitude,longitude,floor_material,bike,car,pigs,celular,moto,telephone,tv,wash_after_poop,water_source,sex,age
-25.1830138956,32.8219373979,Cement,no,no,no,yes,no,yes,no,NA,Piped water in the house,male,41.7726674959789
-25.1628893631,32.8030220226,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,18.7357924261209
-25.4175179939,32.7794617857,Cement,no,no,no,NA,no,yes,no,"Only water, without soap",Piped water in the yard,male,24.6148152918137
-25.4426148503,32.7683572065,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,39.2580560389869
-25.4308877964,32.7835889953,Cement,no,no,no,no,no,no,refuses,NA,Unprotected well,female,23.8409467804009
-25.04348753,32.8065381518,Cement,no,no,no,no,no,no,no,Nothing,NA,male,30.6709624791203
-25.3888043594,32.8178894533,Cement,no,yes,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,34.9282400235771
-25.4129454188,32.7772267225,Mosaic / Hardboard,yes,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the house,female,25.1510198249265
-25.4274796249,32.7534725031,Mosaic / Hardboard,no,no,no,yes,no,no,no,Nothing,Unprotected well,male,18.0986242924852
-25.3611579162,32.7459272851,Cement,no,no,no,no,no,no,no,Nothing,NA,male,32.9701073151169
-25.2644477987,32.8456179512,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,27.858988503989
-25.2448183757,32.992730583,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,49.0689425690757
-25.3868210223,32.7911722007,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,45.6114567920418
-25.1610884813,32.8004277347,Mosaic / Hardboard,no,no,no,yes,no,no,no,Nothing,NA,female,48.4291933326314
-25.4093893769,32.7379279206,Cement,yes,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,58.2301970546106
-25.2655113403,32.8626001497,Cement,yes,no,no,no,no,no,yes,Nothing,Piped water in the yard,female,37.1173186950288
-25.0665963779,32.7602765527,Without,yes,no,no,yes,no,no,no,NA,Unprotected well,male,46.1690584592379
-25.5403666507,32.685969108,Mosaic / Hardboard,yes,no,no,yes,yes,no,yes,NA,Fontenary,female,27.7156675495154
-25.1733777084,32.8422516644,Without,no,no,no,yes,no,no,no,"Only water, without soap",NA,male,29.0171519528236
-25.443902661,32.7756804737,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,38.4287268557476
-25.357640775,32.7891871601,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,37.0122205572446
-25.5053907771,32.6832821047,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,45.0945983816815
-25.4497959233,32.7681057384,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,24.1484318555983
-25.3382357075,33.0689847923,Cement,no,no,no,yes,no,no,no,NA,Fontenary,female,30.2795550961269
-25.0917888617,32.9117074771,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,40.0756371874154
-25.4561010425,32.6767337811,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,36.2974876699729
-25.1643160679,32.8122357217,Cement,yes,no,yes,no,no,no,yes,"Only water, without soap",NA,female,30.641284826711
-25.4085649876,32.7503667871,Without,yes,no,no,yes,yes,no,no,Nothing,NA,female,19.1861606817428
-25.4855230819,32.7125157602,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,53.5706792050105
-25.5102663342,32.7232820648,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,24.1710043588284
-25.1596140428,32.8129498236,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the house,female,44.8340727593933
-25.3148356465,32.704605217,Cement,no,yes,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,29.1947291589318
-25.5095508404,32.7288634528,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,26.5641241731074
-25.442299834,32.72839473,Cement,no,no,no,yes,no,no,yes,Nothing,NA,female,19.486723827395
-25.3800499206,32.8156821073,Cement,no,no,no,yes,yes,no,yes,Nothing,Piped water in the house,female,24.1552365731033
-25.3282075413,32.9686586796,Cement,no,no,no,no,no,no,no,Nothing,Piped water in the yard,male,46.9800172527917
-25.5353302088,32.7190526101,Without,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,34.9101308596511
-25.3850494511,32.8145455824,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,22.7908329212568
-25.3881787479,32.8120331509,Adobe,no,no,no,yes,no,no,no,Nothing,NA,male,22.5913894933189
-25.1037867624,32.8975538514,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the house,male,31.231218878301
-25.1020516174,32.9033774397,Cement,yes,no,yes,yes,no,no,yes,NA,Unprotected well,female,36.3398938067083
-25.4743813541,32.748448996,Cement,yes,no,no,yes,no,no,no,NA,Others,female,63.1823786530494
-25.2867924679,32.8601537154,Adobe,no,no,no,no,no,no,no,NA,Unprotected well,female,72.0003800714039
-25.4423802634,32.7709054699,Without,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,46.527444818683
-25.1554597362,32.8003851351,Cement,no,yes,no,NA,no,yes,no,"Only water, without soap",Piped water in the house,female,42.5653335418766
-25.388548036,32.7849644414,Cement,no,no,no,no,no,no,no,NA,Fontenary,female,45.4321444500993
-25.2587482457,32.8734132289,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,female,36.1231155554233
-25.5086805867,32.7273706134,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,21.9588438747165
-25.2842078671,32.8638878824,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",NA,male,28.0766754041573
-25.4065965837,32.7999593501,Cement,no,no,no,NA,no,yes,no,Nothing,Unprotected well,female,51.2674620807303
-25.0487146949,32.7841671345,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,33.2575368464248
-25.1613181329,32.8005482327,Without,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,54.8264982216987
-25.0617315017,32.764547412,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,21.7214757335206
-25.2740690945,32.8747223207,Cement,yes,no,no,yes,no,no,yes,NA,Fontenary,male,28.7726246750227
-25.0541339819,32.7969214946,Cement,yes,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,26.9310723216014
-25.0508733333,32.782835,Adobe,no,no,no,yes,no,no,no,"Only water, without soap",NA,male,34.8569249461334
-25.4462021083,32.7612506164,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,male,18.6990615652853
-25.365940681,32.7623591663,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,25.6007665903384
-25.1674268106,32.8127750664,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,46.8410453312948
-25.2089480025,32.6605167467,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,male,45.3300630995203
-25.0558196881,32.7901153908,Cement,no,no,no,yes,yes,no,yes,NA,Piped water in the house,female,21.6254997672274
-25.3462879005,32.9453875118,Cement,yes,no,no,yes,no,no,yes,NA,Piped water in the yard,female,30.2831668273416
-25.4383662858,32.766987973,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,56.2195504792643
-25.4570193295,32.7682119547,Cement,yes,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,30.2409482523626
-25.4340856515,32.7665281515,Cement,no,no,no,yes,no,no,no,"Only water, without soap",Piped water in the yard,female,18.0495340677018
-25.543977613,32.6466386143,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",NA,female,27.4799518587812
-25.3991055504,32.7949328268,Cement,no,no,yes,no,no,no,no,Nothing,Piped water in the yard,male,21.0012383438608
-25.1647342663,33.0802302309,Cement,no,no,no,yes,no,no,no,NA,Others,male,33.7017473230282
-25.0925479292,32.9184097504,Cement,no,no,no,yes,no,no,no,Nothing,Unprotected well,male,58.4919842207383
-25.2485502814,32.8640598397,Cement,no,no,no,yes,no,yes,no,Nothing,Others,female,57.3505002243322
-25.3894154731,32.7848144339,Cement,no,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,31.8136484243106
-25.3911883333,32.7989983333,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,female,22.2857408694619
-25.2810317344,32.8693088349,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the house,female,20.4478575404547
-25.3106474805,32.8281050267,Cement,yes,no,yes,yes,no,no,no,"Only water, without soap",NA,female,42.6449911054147
-25.1058026507,32.9037286311,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the house,female,27.6486800451704
-25.3962286405,32.7829518151,Mosaic / Hardboard,yes,no,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,36.6696840851765
-25.0539050954,32.7578195455,Others,no,no,no,yes,no,no,yes,NA,Unprotected well,male,30.6986547093195
-25.5177662894,32.6740307304,Cement,no,no,no,no,no,no,no,NA,Protected well,female,63.9864469592588
-25.3848011032,32.8164943537,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,32.4670835861224
-25.3883733333,32.802785,Cement,no,no,no,no,no,no,no,Nothing,NA,male,55.0938738150092
-25.5031192145,32.6499840782,Cement,yes,no,no,no,no,no,yes,Nothing,NA,male,19.0791172161585
-25.411220829,32.7822752442,Without,no,no,no,no,no,no,no,Nothing,NA,male,20.5251852890432
-25.3849933333,32.7997616667,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,67.1815268392691
-25.3824000675,32.8137584139,Cement,no,no,no,yes,no,no,yes,NA,Unprotected well,female,25.1435882994082
-25.4308742959,32.7715501496,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,36.7259346678597
-25.0481542685,32.7864349263,Cement,yes,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,24.7304465880151
-25.4651994947,32.6829067929,Cement,no,no,no,yes,no,no,no,NA,Piped water in the yard,male,39.0195091738387
-25.4329383897,32.7836296408,Cement,yes,no,no,yes,yes,no,yes,NA,Unprotected well,female,46.6967783367205
-25.2425175652,32.8616989906,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",Piped water in the yard,male,18.9862379246242
-25.4159226449,32.7895540331,Cement,yes,no,no,yes,no,no,yes,"Only water, without soap",Unprotected well,female,28.4692765603359
-25.3142478848,32.8253545543,Cement,no,no,no,yes,no,no,no,NA,Protected well,female,32.1487994953487
-25.0523947352,32.7919094752,Mosaic / Hardboard,no,yes,no,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,female,24.5920619600907
-25.0182980287,32.850575357,Cement,no,no,no,yes,no,no,no,"Only water, without soap",NA,male,44.0471969356812
-25.1741020672,32.8390765997,Adobe,no,no,no,yes,no,no,no,NA,Unprotected well,female,67.3510793699307
-25.3773582228,32.9277986066,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,34.4389029296634
-25.4160192627,32.7474575057,Cement,no,no,no,yes,no,no,yes,NA,Protected well,female,41.5910071563049
-25.2161209712,33.0801677692,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,43.3289452791407
-25.2443577805,32.8615792771,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,23.3656322887778
-25.3710650953,32.6988760382,Cement,yes,no,no,no,no,no,doesn't know,Nothing,NA,female,35.5283831402557
-25.2664067246,32.8654610754,Without,no,no,yes,yes,no,no,no,NA,Unprotected well,female,23.9061276470043
-25.4905493205,32.7380386329,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,female,19.7033052472165
-25.390775,32.8011366667,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,22.2521559837615
-25.4532468973,32.6682761081,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,male,36.9793932651371
-25.2663390804,32.8584439624,Cement,yes,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,45.2729694994011
-25.0527856832,32.786860528,Cement,no,no,no,no,no,no,no,Nothing,NA,male,40.0114316357504
-25.3991867792,32.8021734434,Cement,yes,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,female,46.3003027258179
-25.3982306522,32.8101245651,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,male,71.7429961717437
-25.4483842932,32.7584918498,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",NA,female,35.6318312019173
-25.4111184976,32.8080253768,Cement,yes,yes,no,yes,no,no,yes,Nothing,Piped water in the yard,female,59.9917136624217
-25.4901634565,32.6663663342,Cement,no,no,no,NA,no,yes,no,Nothing,Unprotected well,male,24.4114953014747
-25.4004703054,32.7879726744,Without,no,no,no,yes,no,yes,no,NA,Piped water in the yard,female,33.6351528950216
-25.0500916667,32.7841516667,Cement,no,no,no,no,no,no,no,NA,Unprotected well,male,64.9456534139871
-25.1579891597,32.8116271181,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,39.6185166347691
-25.3823710287,32.8104489899,Cement,yes,no,no,yes,no,no,no,NA,Unprotected well,male,33.519230097598
-25.05093,32.7835316667,Cement,no,no,no,yes,no,no,no,Nothing,Unprotected well,male,21.5001377042153
-25.4269377702,32.7862245044,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,28.9985122820504
-25.3847785377,32.7936643345,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,53.8506845225466
-25.1671905889,32.8048318919,Cement,no,no,no,yes,no,no,yes,NA,Fontenary,male,27.167686423012
-25.4151190072,32.7400679904,Cement,no,no,no,no,no,no,no,Nothing,Piped water in the yard,male,38.7765682402214
-25.2514881411,32.8687788812,Cement,no,no,yes,yes,no,no,yes,NA,Piped water in the yard,female,23.5536745002623
-25.3665143243,32.8228175579,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,male,53.1999982610511
-25.4971395286,32.658641762,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,19.138401731914
-25.065679231,32.8135930503,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,female,31.8150475840452
-25.1818916424,32.817294661,Cement,no,no,no,yes,no,yes,no,Nothing,NA,female,42.1387791304807
-25.3695340362,32.7329484486,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,50.3290888160164
-25.0497851734,32.7813618465,Cement,no,no,no,no,no,no,no,NA,Fontenary,female,30.4269945732295
-25.413796294,32.8029688505,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,18.5914953625286
-25.4122483551,32.7782771989,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,20.3788356492575
-25.3934468929,32.7848595092,Cement,no,yes,no,yes,no,no,yes,"Only water, without soap",Piped water in the yard,male,33.5124308720653
-25.4087051275,32.8053210766,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,55.7616449375287
-25.2499143337,32.8711347206,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,18.1527843121716
-25.0766176707,32.829757548,Cement,yes,no,no,yes,yes,no,no,NA,Piped water in the yard,female,19.0028288171383
-25.494587373,32.6943445811,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,female,47.6222850172894
-25.0557313149,32.79448941,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,31.5104967046764
-25.4490714785,32.7632593917,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,44.2315665993714
-25.380683883,32.7950816746,Cement,no,no,no,yes,no,no,yes,"yes, with water and soap",Piped water in the yard,female,51.7919678995635
-25.0634580018,32.7876651494,Without,yes,no,no,yes,no,no,no,Nothing,NA,female,30.505556229317
-25.4883182968,32.6553625359,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the yard,female,44.6292929252966
-25.5024700529,32.7386841999,Cement,no,no,no,yes,no,no,no,Nothing,NA,male,42.5499883391199
-25.5293036447,32.6939672924,Cement,no,no,yes,NA,no,yes,no,Nothing,Piped water in the house,male,22.1043196010009
-25.4258845536,32.7288114125,Cement,no,no,yes,yes,no,no,no,Only soap,Piped water in the yard,male,40.3431861523879
-25.0578548251,32.7922496976,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",Piped water in the yard,male,30.5758649646184
-25.5176307448,32.7295905776,Without,no,no,no,yes,no,no,no,NA,Piped water in the yard,female,21.9687968982217
-25.3954245734,32.8097715151,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,51.3241210318937
-25.0978777093,32.867326915,Adobe,no,no,no,yes,no,no,no,Nothing,NA,female,31.4967386337073
-25.1643598928,32.7973186342,Cement,yes,no,yes,NA,no,yes,yes,"yes, with water and soap",Piped water in the yard,male,19.6700825475248
-25.2833266667,32.7288933333,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,34.391527749974
-25.4730358123,32.6863688611,Adobe,yes,no,no,yes,no,no,no,"Only water, without soap",NA,female,36.6143483950318
-25.4513125847,32.7264044174,Cement,no,no,no,yes,no,no,no,Nothing,NA,female,21.5730531915882
-25.0591985666,32.7572347021,Cement,no,no,no,yes,no,no,no,NA,Unprotected well,male,18.6590431522704
-25.0508101325,32.7874109395,Cement,yes,no,no,yes,no,no,no,Nothing,NA,male,43.2251212604534
-25.2668339313,32.9876335405,Cement,no,no,no,yes,no,no,yes,NA,Fontenary,male,22.8519416155131
-25.4606874617,32.9581584498,Without,no,no,no,no,no,no,no,NA,Protected well,female,59.3437845148699
-25.4781396508,32.7504287308,Others,yes,no,no,yes,no,no,no,Nothing,NA,female,59.655536320219
-25.4126184986,32.7984057919,Cement,no,no,no,NA,no,yes,no,Nothing,Piped water in the yard,male,65.7462752791975
-25.2803384532,32.8575300842,Cement,no,no,no,yes,no,no,yes,"Only water, without soap",NA,female,68.9116947959522
-25.241884355,32.8589897395,Cement,no,no,no,NA,no,yes,yes,"Only water, without soap",Piped water in the yard,male,23.7981768780481
-25.4367155037,32.7245914052,Cement,no,no,no,yes,no,no,no,Nothing,Piped water in the yard,female,19.4998231691897
-25.050435613,32.788272963,Cement,no,no,no,yes,no,no,no,"yes, with water and soap",NA,male,32.0018116500044
-25.3517415249,32.8138740395,Cement,no,no,no,yes,no,no,no,NA,Protected well,male,54.1559945297615
-25.3845943361,32.798600474,Without,no,no,yes,yes,no,no,no,NA,Protected well,male,20.3169278428371
-25.0519690123,32.7860898449,Cement,no,no,no,yes,no,no,yes,Nothing,Piped water in the yard,male,61.5186190563961
-25.5446644051,32.6619718766,Adobe,yes,no,no,yes,no,no,no,NA,Unprotected well,male,37.5213229551578
-25.2598029555,32.875090288,Cement,no,no,no,NA,no,yes,yes,Nothing,Piped water in the house,male,34.0235382172217
-25.4087438879,32.8032646625,Cement,no,yes,yes,yes,no,no,yes,NA,Piped water in the yard,female,31.2614187647128
-25.0570406285,32.7947408996,Mosaic / Hardboard,yes,no,no,yes,yes,no,yes,"yes, with water and soap",NA,female,26.0274698491477
-25.4962418322,32.6602648656,Cement,yes,no,no,yes,no,no,yes,NA,Fontenary,female,49.7473678810184
-25.4767306175,32.6532371945,Cement,yes,no,yes,yes,no,no,yes,Nothing,Piped water in the yard,female,27.2058970134105
-25.263662559,32.8720281344,Cement,no,no,no,yes,no,no,yes,NA,Piped water in the yard,male,52.8277295075709
